X1,year,team,games,wins,points,goals,goals.against,team.dps,team.ops,team.gps,dps.avg,ops.avg,gps.avg,team.ps,dps.prop,dps.prop.adj,ops.prop,ops.prop.adj,dps.full.prop,dps.full.prop.adj
407,2013,PHX,48,21,51,121,125,0,0,14.982584646038054,0,0,0.3121371801257928,14.982584646038054,0,0,0,0,1,0
408,2013,PIT,48,36,72,162,119,0,0,14.275430788658507,0,0,0.2974048080970522,14.275430788658507,0,0,0,0,1,0
409,2013,SJS,48,25,57,116,112,0,0,15.364970717147786,0,0,0.32010355660724554,15.364970717147786,0,0,0,0,1,0
410,2013,STL,48,29,60,124,114,0,0,9.096155598102639,0,0,0.1895032416271383,9.096155598102639,0,0,0,0,1,0
411,2013,TBL,48,18,40,147,147,0,0,11.057059557496007,0,0,0.23035540744783348,11.057059557496007,0,0,0,0,1,0
412,2013,TOR,48,26,57,145,128,0,0,16.787242565021106,0,0,0.34973422010460636,16.787242565021106,0,0,0,0,1,0
413,2013,VAN,48,26,59,122,115,0,0,14.644330812834419,0,0,0.3050902252673837,14.644330812834419,0,0,0,0,1,0
414,2013,WPG,48,24,51,126,141,0,0,11.149592532992482,0,0,0.23228317777067672,11.149592532992482,0,0,0,0,1,0
415,2013,WSH,48,27,57,146,130,0,0,15.85702837146711,0,0,0.3303547577388981,15.85702837146711,0,0,0,0,1,0
416,2014,ANA,82,54,116,263,203,0,0,12.725365815186276,0,0,0.15518738799007653,12.725365815186276,0,0,0,0,1,0
417,2014,BOS,82,54,117,258,171,0,0,16.26355815305873,0,0,0.1983360750373016,16.26355815305873,0,0,0,0,1,0
418,2014,BUF,82,21,52,150,243,0,0,15.890317085832377,0,0,0.1937843547052729,15.890317085832377,0,0,0,0,1,0
419,2014,CAR,82,36,83,205,226,0,0,13.578944850907169,0,0,0.16559688842569717,13.578944850907169,0,0,0,0,1,0
420,2014,CBJ,82,43,93,226,214,0,0,14.378841970801787,0,0,0.1753517313512413,14.378841970801787,0,0,0,0,1,0
421,2014,CGY,82,35,77,202,238,0,0,9.501599461455928,0,0,0.11587316416409668,9.501599461455928,0,0,0,0,1,0
422,2014,CHI,82,46,107,261,212,0,0,10.100794077849429,0,0,0.12318041558352961,10.100794077849429,0,0,0,0,1,0
423,2014,COL,82,52,112,245,216,0,0,16.27984327605904,0,0,0.198534674098281,16.27984327605904,0,0,0,0,1,0
424,2014,DAL,82,40,91,231,223,0,0,12.992969153187776,0,0,0.15845084333155823,12.992969153187776,0,0,0,0,1,0
425,2014,DET,82,39,93,217,221,0,0,11.81143859421805,0,0,0.14404193407582988,11.81143859421805,0,0,0,0,1,0
426,2014,EDM,82,29,67,199,267,0,0,11.465861846070391,0,0,0.1398275834886633,11.465861846070391,0,0,0,0,1,0
427,2014,FLA,82,29,66,188,262,0,0,9.826831090859477,0,0,0.11983940354706679,9.826831090859477,0,0,0,0,1,0
428,2014,LAK,82,46,100,198,168,0,0,13.40012056831325,0,0,0.163416104491625,13.40012056831325,0,0,0,0,1,0
429,2014,MIN,82,43,98,199,198,0,0,12.558113728935336,0,0,0.15314772840165045,12.558113728935336,0,0,0,0,1,0
430,2014,MTL,82,46,100,209,201,0,0,15.817016912295276,0,0,0.19289045014994238,15.817016912295276,0,0,0,0,1,0
431,2014,NJD,82,35,88,197,195,0,0,10.423572743792013,0,0,0.12711674077795138,10.423572743792013,0,0,0,0,1,0
432,2014,NSH,82,38,88,214,233,0,0,9.916070076915984,0,0,0.12092768386482908,9.916070076915984,0,0,0,0,1,0
433,2014,NYI,82,34,79,216,261,0,0,8.973865296003822,0,0,0.1094373816585832,8.973865296003822,0,0,0,0,1,0
434,2014,NYR,82,45,96,214,190,0,0,14.930447389973132,0,0,0.1820786267069894,14.930447389973132,0,0,0,0,1,0
435,2014,OTT,82,37,88,229,258,0,0,14.323973263293329,0,0,0.17468260077186987,14.323973263293329,0,0,0,0,1,0
436,2014,PHI,82,42,94,233,227,0,0,12.788320274110871,0,0,0.15595512529403502,12.788320274110871,0,0,0,0,1,0
437,2014,PHX,82,37,89,210,224,0,0,13.936093795397804,0,0,0.1699523633585098,13.936093795397804,0,0,0,0,1,0
438,2014,PIT,82,51,109,242,204,0,0,12.615895330553686,0,0,0.153852382079923,12.615895330553686,0,0,0,0,1,0
439,2014,SJS,82,51,111,239,193,0,0,12.83437636916994,0,0,0.1565167849898773,12.83437636916994,0,0,0,0,1,0
440,2014,STL,82,52,111,239,188,0,0,11.762162984616491,0,0,0.1434410120075182,11.762162984616491,0,0,0,0,1,0
441,2014,TBL,82,46,101,232,209,0,0,13.19229186474212,0,0,0.16088160810661123,13.19229186474212,0,0,0,0,1,0
442,2014,TOR,82,38,84,222,252,0,0,16.776886608154527,0,0,0.20459617814822595,16.776886608154527,0,0,0,0,1,0
443,2014,VAN,82,36,83,191,216,0,0,11.625181491121511,0,0,0.14177050598928673,11.625181491121511,0,0,0,0,1,0
444,2014,WPG,82,37,84,219,231,0,0,11.507205014472133,0,0,0.14033176846917236,11.507205014472133,0,0,0,0,1,0
445,2014,WSH,82,38,90,225,229,0,0,15.780386670550858,0,0,0.19244373988476657,15.780386670550858,0,0,0,0,1,0
446,2015,ANA,82,51,109,228,221,0,0,11.124174286668536,0,0,0.13566066203254312,11.124174286668536,0,0,0,0,1,0
447,2015,ARI,82,24,56,165,267,0,0,11.87749745367547,0,0,0.1448475299228716,11.87749745367547,0,0,0,0,1,0
448,2015,BOS,82,41,96,209,201,0,0,14.30121870502272,0,0,0.17440510615881366,14.30121870502272,0,0,0,0,1,0
449,2015,BUF,82,23,54,153,269,0,0,14.131099308495829,0,0,0.17233047937190035,14.131099308495829,0,0,0,0,1,0
450,2015,CAR,82,30,71,183,219,0,0,9.745859999676497,0,0,0.11885195121556705,9.745859999676497,0,0,0,0,1,0
451,2015,CBJ,82,42,89,227,248,0,0,13.97750285186752,0,0,0.17045735185204292,13.97750285186752,0,0,0,0,1,0
452,2015,CGY,82,45,97,237,213,0,0,12.593330918418614,0,0,0.15357720632217822,12.593330918418614,0,0,0,0,1,0
453,2015,CHI,82,48,102,220,186,0,0,16.36712822394561,0,0,0.19959912468226354,16.36712822394561,0,0,0,0,1,0
454,2015,COL,82,39,90,209,223,0,0,16.461094391834003,0,0,0.20074505355895125,16.461094391834003,0,0,0,0,1,0
455,2015,DAL,82,41,92,257,257,0,0,8.939004190265834,0,0,0.10901224622275407,8.939004190265834,0,0,0,0,1,0
456,2015,DET,82,43,100,231,211,0,0,11.80897569530306,0,0,0.14401189872320805,11.80897569530306,0,0,0,0,1,0
457,2015,EDM,82,24,62,193,276,0,0,6.901542904049662,0,0,0.0841651573664593,6.901542904049662,0,0,0,0,1,0
458,2015,FLA,82,38,91,198,213,0,0,12.68429326311629,0,0,0.15468650320873525,12.68429326311629,0,0,0,0,1,0
459,2015,LAK,82,40,95,218,197,0,0,11.851513044431016,0,0,0.14453064688330508,11.851513044431016,0,0,0,0,1,0
460,2015,MIN,82,46,100,227,198,0,0,11.911233333125665,0,0,0.14525894308689835,11.911233333125665,0,0,0,0,1,0
461,2015,MTL,82,50,110,214,184,0,0,16.477947331566646,0,0,0.2009505772142274,16.477947331566646,0,0,0,0,1,0
462,2015,NJD,82,32,78,176,209,0,0,14.986110113611987,0,0,0.18275744040990227,14.986110113611987,0,0,0,0,1,0
463,2015,NSH,82,47,104,226,202,0,0,12.971209413660745,0,0,0.15818548065439933,12.971209413660745,0,0,0,0,1,0
464,2015,NYI,82,47,101,245,224,0,0,10.155130550846224,0,0,0.12384305549812467,10.155130550846224,0,0,0,0,1,0
465,2015,NYR,82,53,113,248,187,0,0,15.24178420815341,0,0,0.18587541717260256,15.24178420815341,0,0,0,0,1,0
466,2015,OTT,82,43,99,232,208,0,0,16.026259431208622,0,0,0.195442188185471,16.026259431208622,0,0,0,0,1,0
467,2015,PHI,82,33,84,212,223,0,0,12.715595319089147,0,0,0.15506823559864813,12.715595319089147,0,0,0,0,1,0
468,2015,PIT,82,43,98,217,204,0,0,13.303756736478615,0,0,0.1622409358107148,13.303756736478615,0,0,0,0,1,0
469,2015,SJS,82,40,89,224,226,0,0,12.124490078478797,0,0,0.14785963510339994,12.124490078478797,0,0,0,0,1,0
470,2015,STL,82,51,109,239,197,0,0,11.470750725937817,0,0,0.13988720397485144,11.470750725937817,0,0,0,0,1,0
471,2015,TBL,82,50,108,259,206,0,0,11.473634549188874,0,0,0.13992237255108383,11.473634549188874,0,0,0,0,1,0
472,2015,TOR,82,30,68,206,257,0,0,13.116484400369933,0,0,0.15995712683377966,13.116484400369933,0,0,0,0,1,0
473,2015,VAN,82,48,101,236,220,0,0,12.897430008529767,0,0,0.15728573181133862,12.897430008529767,0,0,0,0,1,0
474,2015,WPG,82,43,99,223,204,0,0,12.942821180923866,0,0,0.1578392826941935,12.942821180923866,0,0,0,0,1,0
475,2015,WSH,82,45,101,237,199,0,0,13.178698512511755,0,0,0.16071583551843605,13.178698512511755,0,0,0,0,1,0
476,2016,ANA,82,46,103,215,188,0,0,12.662163463945193,0,0,0.15441662760908773,12.662163463945193,0,0,0,0,1,0
477,2016,ARI,82,35,78,208,244,0,0,11.592625446907151,0,0,0.14137348105984332,11.592625446907151,0,0,0,0,1,0
478,2016,BOS,82,42,93,236,228,0,0,12.563816883875804,0,0,0.15321727907165614,12.563816883875804,0,0,0,0,1,0
479,2016,BUF,82,35,81,199,215,0,0,14.042761348166716,0,0,0.17125318717276483,14.042761348166716,0,0,0,0,1,0
480,2016,CAR,82,35,86,196,221,0,0,9.620492263858148,0,0,0.117323076388514,9.620492263858148,0,0,0,0,1,0
481,2016,CBJ,82,34,76,213,248,0,0,11.677462084959437,0,0,0.14240807420682242,11.677462084959437,0,0,0,0,1,0
482,2016,CGY,82,35,77,229,257,0,0,8.105880548712213,0,0,0.09885220181356356,8.105880548712213,0,0,0,0,1,0
483,2016,CHI,82,47,103,234,207,0,0,14.745090996858742,0,0,0.17981818288852125,14.745090996858742,0,0,0,0,1,0
484,2016,COL,82,39,82,212,240,0,0,14.111979311107776,0,0,0.17209730867204603,14.111979311107776,0,0,0,0,1,0
485,2016,DAL,82,50,109,265,228,0,0,10.078651035094381,0,0,0.12291037847676074,10.078651035094381,0,0,0,0,1,0
486,2016,DET,82,41,93,209,219,0,0,12.605180836354892,0,0,0.15372171751652308,12.605180836354892,0,0,0,0,1,0
487,2016,EDM,82,31,70,199,242,0,0,11.82476561778169,0,0,0.14420445875343524,11.82476561778169,0,0,0,0,1,0
488,2016,FLA,82,47,103,232,200,0,0,14.133719556731823,0,0,0.17236243361868075,14.133719556731823,0,0,0,0,1,0
489,2016,LAK,82,48,102,223,192,0,0,12.458302172421426,0,0,0.15193051429782228,12.458302172421426,0,0,0,0,1,0
490,2016,MIN,82,38,87,213,204,0,0,12.786884819040727,0,0,0.15593761974439913,12.786884819040727,0,0,0,0,1,0
491,2016,MTL,82,38,82,216,233,0,0,10.698465213272623,0,0,0.1304690879667393,10.698465213272623,0,0,0,0,1,0
492,2016,NJD,82,38,84,182,202,0,0,13.206425674225148,0,0,0.16105397163689206,13.206425674225148,0,0,0,0,1,0
493,2016,NSH,82,41,96,224,213,0,0,10.358276728960828,0,0,0.12632044791415645,10.358276728960828,0,0,0,0,1,0
494,2016,NYI,82,45,100,227,211,0,0,14.25021060822042,0,0,0.17378305619781,14.25021060822042,0,0,0,0,1,0
495,2016,NYR,82,46,101,233,215,0,0,13.983882421926694,0,0,0.1705351514869109,13.983882421926694,0,0,0,0,1,0
496,2016,OTT,82,38,85,230,241,0,0,14.181409708493247,0,0,0.17294402083528349,14.181409708493247,0,0,0,0,1,0
497,2016,PHI,82,41,96,211,210,0,0,14.408065612188107,0,0,0.17570811722180618,14.408065612188107,0,0,0,0,1,0
498,2016,PIT,82,48,104,241,199,0,0,14.29748369676795,0,0,0.17435955727765792,14.29748369676795,0,0,0,0,1,0
499,2016,SJS,82,46,98,237,207,0,0,11.665226749608665,0,0,0.1422588628001057,11.665226749608665,0,0,0,0,1,0
500,2016,STL,82,49,107,219,197,0,0,14.912655539869197,0,0,0.18186165292523412,14.912655539869197,0,0,0,0,1,0
501,2016,TBL,82,46,97,224,198,0,0,14.138574326253215,0,0,0.17242163812503922,14.138574326253215,0,0,0,0,1,0
502,2016,TOR,82,29,69,192,240,0,0,11.398261259981773,0,0,0.1390031860973387,11.398261259981773,0,0,0,0,1,0
503,2016,VAN,82,31,75,186,239,0,0,14.017645568457109,0,0,0.1709468971763062,14.017645568457109,0,0,0,0,1,0
504,2016,WPG,82,35,78,212,236,0,0,11.049630037618645,0,0,0.13475158582461763,11.049630037618645,0,0,0,0,1,0
505,2016,WSH,82,56,120,248,191,0,0,13.57531790677649,0,0,0.1655526573997133,13.57531790677649,0,0,0,0,1,0
506,2017,ANA,82,46,105,220,197,0,0,14.394222778315699,0,0,0.1755393021745817,14.394222778315699,0,NaN,0,NaN,1,NaN
507,2017,ARI,82,30,70,191,258,0,0,13.928459089284987,0,0,0.16985925718640227,13.928459089284987,0,NaN,0,NaN,1,NaN
508,2017,BOS,82,44,95,232,209,0,0,10.12028767946693,0,0,0.12341814243252354,10.12028767946693,0,NaN,0,NaN,1,NaN
509,2017,BUF,82,33,78,199,231,0,0,16.749549047380814,0,0,0.20426279326074162,16.749549047380814,0,NaN,0,NaN,1,NaN
510,2017,CAR,82,36,87,212,230,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
511,2017,CBJ,82,50,108,247,193,0,0,16.004034185621876,0,0,0.19517114860514484,16.004034185621876,0,NaN,0,NaN,1,NaN
512,2017,CGY,82,45,94,222,219,0,0,11.433610948931513,0,0,0.13943427986501844,11.433610948931513,0,NaN,0,NaN,1,NaN
513,2017,CHI,82,50,109,240,212,0,0,15.085598426716786,0,0,0.1839707125209364,15.085598426716786,0,NaN,0,NaN,1,NaN
514,2017,COL,82,22,48,165,276,0,0,9.615282423797915,0,0,0.11725954175363311,9.615282423797915,0,NaN,0,NaN,1,NaN
515,2017,DAL,82,34,79,222,260,0,0,8.876001270079723,0,0,0.1082439179278015,8.876001270079723,0,NaN,0,NaN,1,NaN
516,2017,DET,82,33,79,198,244,0,0,11.033197160482773,0,0,0.13455118488393625,11.033197160482773,0,NaN,0,NaN,1,NaN
517,2017,EDM,82,47,103,243,207,0,0,13.46414355138791,0,0,0.16419687257790133,13.46414355138791,0,NaN,0,NaN,1,NaN
518,2017,FLA,82,35,81,205,231,0,0,13.770119575967103,0,0,0.16792828751179392,13.770119575967103,0,NaN,0,NaN,1,NaN
519,2017,LAK,82,39,86,199,201,0,0,10.520976117268592,0,0,0.12830458679595844,10.520976117268592,0,NaN,0,NaN,1,NaN
520,2017,MIN,82,49,106,263,206,0,0,14.153754785764116,0,0,0.1726067656800502,14.153754785764116,0,NaN,0,NaN,1,NaN
521,2017,MTL,82,47,103,223,198,0,0,14.46878591628232,0,0,0.17644860873515025,14.46878591628232,0,NaN,0,NaN,1,NaN
522,2017,NJD,82,28,70,180,241,0,0,12.59659282714382,0,0,0.15361698569687585,12.59659282714382,0,NaN,0,NaN,1,NaN
523,2017,NSH,82,41,94,238,220,0,0,13.537491574035508,0,0,0.16509136065896962,13.537491574035508,0,NaN,0,NaN,1,NaN
524,2017,NYI,82,41,94,239,238,0,0,12.992146154316455,0,0,0.15844080675995675,12.992146154316455,0,NaN,0,NaN,1,NaN
525,2017,NYR,82,48,102,253,216,0,0,12.949375759628385,0,0,0.15791921658083397,12.949375759628385,0,NaN,0,NaN,1,NaN
526,2017,OTT,82,44,98,206,210,0,0,13.505149532051098,0,0,0.16469694551281827,13.505149532051098,0,NaN,0,NaN,1,NaN
527,2017,PHI,82,39,88,212,231,0,0,10.096884225514243,0,0,0.12313273445749078,10.096884225514243,0,NaN,0,NaN,1,NaN
528,2017,PIT,82,50,111,278,229,0,0,14.779231234877365,0,0,0.180234527254602,14.779231234877365,0,NaN,0,NaN,1,NaN
529,2017,SJS,82,46,99,219,200,0,0,12.366120406497346,0,0,0.15080634642069934,12.366120406497346,0,NaN,0,NaN,1,NaN
530,2017,STL,82,46,99,233,216,0,0,11.893573710720032,0,0,0.14504358183804916,11.893573710720032,0,NaN,0,NaN,1,NaN
531,2017,TBL,82,42,94,230,224,0,0,13.039502360927697,0,0,0.15901832147472802,13.039502360927697,0,NaN,0,NaN,1,NaN
532,2017,TOR,82,40,95,250,234,0,0,14.20518911913098,0,0,0.17323401364793878,14.20518911913098,0,NaN,0,NaN,1,NaN
533,2017,VAN,82,30,69,178,241,0,0,13.355082790151762,0,0,0.16286686329453368,13.355082790151762,0,NaN,0,NaN,1,NaN
534,2017,WPG,82,40,87,246,255,0,0,10.704092331303826,0,0,0.13053771135736372,10.704092331303826,0,NaN,0,NaN,1,NaN
535,2017,WSH,82,55,118,261,177,0,0,14.556873454203819,0,0,0.1775228470024856,14.556873454203819,0,NaN,0,NaN,1,NaN
536,2018,ANA,82,44,101,231,209,0,0,16.365555062992527,0,0,0.1995799397925918,16.365555062992527,0,0,0,0,1,0
537,2018,ARI,82,29,70,206,251,0,0,12.089711579090837,0,0,0.1474355070620834,12.089711579090837,0,0,0,0,1,0
538,2018,BOS,82,50,112,267,211,0,0,12.108559935963104,0,0,0.14766536507272077,12.108559935963104,0,0,0,0,1,0
539,2018,BUF,82,25,62,198,278,0,0,10.492830549537713,0,0,0.12796134816509405,10.492830549537713,0,0,0,0,1,0
540,2018,CAR,82,36,83,225,253,0,0,7.8279397823604295,0,0,0.09546268027268817,7.8279397823604295,0,0,0,0,1,0
541,2018,CBJ,82,45,97,236,226,0,0,12.880082962555097,0,0,0.15707418247018412,12.880082962555097,0,0,0,0,1,0
542,2018,CGY,82,37,84,216,243,0,0,11.300824403716241,0,0,0.1378149317526371,11.300824403716241,0,0,0,0,1,0
543,2018,CHI,82,33,76,228,254,0,0,12.280139420405426,0,0,0.14975779780982226,12.280139420405426,0,0,0,0,1,0
544,2018,COL,82,43,95,255,236,0,0,14.142005601536512,0,0,0.17246348294556724,14.142005601536512,0,0,0,0,1,0
545,2018,DAL,82,42,92,231,222,0,0,12.026708460182423,0,0,0.1466671763436881,12.026708460182423,0,0,0,0,1,0
546,2018,DET,82,30,73,212,254,0,0,10.88272292770553,0,0,0.13271613326470158,10.88272292770553,0,0,0,0,1,0
547,2018,EDM,82,36,78,229,262,0,0,10.492572227606047,0,0,0.1279581978976347,10.492572227606047,0,0,0,0,1,0
548,2018,FLA,82,44,96,245,243,0,0,15.041469994398005,0,0,0.18343256090729274,15.041469994398005,0,0,0,0,1,0
549,2018,LAK,82,45,98,237,202,0,0,14.633631100083944,0,0,0.17845891585468224,14.633631100083944,0,0,0,0,1,0
550,2018,MIN,82,45,101,250,229,0,0,12.86723716154181,0,0,0.15691752636026599,12.86723716154181,0,0,0,0,1,0
551,2018,MTL,82,29,71,207,258,0,0,11.147449757351835,0,0,0.135944509235998,11.147449757351835,0,0,0,0,1,0
552,2018,NJD,82,44,97,243,240,0,0,11.897024563891586,0,0,0.14508566541331203,11.897024563891586,0,0,0,0,1,0
553,2018,NSH,82,53,117,261,204,0,0,16.015942617885894,0,0,0.19531637338885238,16.015942617885894,0,0,0,0,1,0
554,2018,NYI,82,35,80,261,293,0,0,11.275198525189989,0,0,0.1375024210389023,11.275198525189989,0,0,0,0,1,0
555,2018,NYR,82,34,77,228,263,0,0,14.109794799787634,0,0,0.1720706682900931,14.109794799787634,0,0,0,0,1,0
556,2018,OTT,82,28,67,219,284,0,0,9.540498744533412,0,0,0.11634754566504162,9.540498744533412,0,0,0,0,1,0
557,2018,PHI,82,42,98,249,236,0,0,10.267867009089262,0,0,0.1252178903547471,10.267867009089262,0,0,0,0,1,0
558,2018,PIT,82,47,100,270,248,0,0,10.507418880572326,0,0,0.1281392546411259,10.507418880572326,0,0,0,0,1,0
559,2018,SJS,82,45,100,247,226,0,0,12.183633890089808,0,0,0.1485809010986562,12.183633890089808,0,0,0,0,1,0
560,2018,STL,82,44,94,223,222,0,0,11.911096251062869,0,0,0.14525727135442523,11.911096251062869,0,0,0,0,1,0
561,2018,TBL,82,54,113,290,234,0,0,13.391914151133435,0,0,0.16331602623333458,13.391914151133435,0,0,0,0,1,0
562,2018,TOR,82,49,105,270,230,0,0,15.115510660798057,0,0,0.18433549586339093,15.115510660798057,0,0,0,0,1,0
563,2018,VAN,82,31,73,218,259,0,0,11.350206755816378,0,0,0.13841715555873632,11.350206755816378,0,0,0,0,1,0
564,2018,VEG,82,51,109,268,225,0,0,12.155683114178588,0,0,0.14824003797778765,12.155683114178588,0,0,0,0,1,0
565,2018,WPG,82,52,114,273,216,0,0,13.917817026883059,0,0,0.16972947593759827,13.917817026883059,0,0,0,0,1,0
566,2018,WSH,82,49,105,256,238,0,0,12.520917178046489,0,0,0.1526941119273962,12.520917178046489,0,0,0,0,1,0
567,2019,ANA,82,35,80,196,248,0,0,13.893530753396986,0,0,0.16943330187069494,13.893530753396986,0,0,0,0,1,0
568,2019,ARI,82,39,86,209,220,0,0,13.623543113299226,0,0,0.1661407696743808,13.623543113299226,0,0,0,0,1,0
569,2019,BOS,82,49,107,257,212,0,0,13.079793641151827,0,0,0.15950967855063203,13.079793641151827,0,0,0,0,1,0
570,2019,BUF,82,33,76,221,268,0,0,12.037376677070835,0,0,0.14679727654964433,12.037376677070835,0,0,0,0,1,0
571,2019,CAR,82,46,99,243,221,0,0,11.23726892984905,0,0,0.13703986499815915,11.23726892984905,0,0,0,0,1,0
572,2019,CBJ,82,47,98,256,231,0,0,11.223262145630493,0,0,0.13686905055646942,11.223262145630493,0,0,0,0,1,0
573,2019,CGY,82,50,107,289,223,0,0,9.97843823777582,0,0,0.12168827119238804,9.97843823777582,0,0,0,0,1,0
574,2019,CHI,82,36,84,267,291,0,0,11.944518701474752,0,0,0.14566486221310673,11.944518701474752,0,0,0,0,1,0
575,2019,COL,82,38,90,258,244,0,0,13.1160583510809,0,0,0.15995193111074268,13.1160583510809,0,0,0,0,1,0
576,2019,DAL,82,43,93,209,200,0,0,16.751496763130405,0,0,0.2042865458918342,16.751496763130405,0,0,0,0,1,0
577,2019,DET,82,32,74,224,272,0,0,12.335189176008125,0,0,0.150429136292782,12.335189176008125,0,0,0,0,1,0
578,2019,EDM,82,35,79,229,271,0,0,10.247199265489224,0,0,0.1249658447010881,10.247199265489224,0,0,0,0,1,0
579,2019,FLA,82,36,86,264,273,0,0,8.9240902950498,0,0,0.10883036945182682,8.9240902950498,0,0,0,0,1,0
580,2019,LAK,82,31,71,199,259,0,0,11.143278696667398,0,0,0.13589364264228534,11.143278696667398,0,0,0,0,1,0
581,2019,MIN,82,37,83,210,233,0,0,11.521923837756948,0,0,0.14051126631410912,11.521923837756948,0,0,0,0,1,0
582,2019,MTL,82,44,96,246,236,0,0,12.311987702309645,0,0,0.15014619149158104,12.311987702309645,0,0,0,0,1,0
583,2019,NJD,82,31,72,219,271,0,0,10.312232382245792,0,0,0.12575893149080233,10.312232382245792,0,0,0,0,1,0
584,2019,NSH,82,47,100,236,212,0,0,13.247917325771168,0,0,0.16155996738745326,13.247917325771168,0,0,0,0,1,0
585,2019,NYI,82,48,103,223,191,0,0,16.29777462261519,0,0,0.1987533490562828,16.29777462261519,0,0,0,0,1,0
586,2019,NYR,82,32,78,221,267,0,0,13.113982545507374,0,0,0.15992661640862652,13.113982545507374,0,0,0,0,1,0
587,2019,OTT,82,29,64,242,301,0,0,11.982387442983363,0,0,0.14612667613394345,11.982387442983363,0,0,0,0,1,0
588,2019,PHI,82,37,82,241,280,0,0,10.285256716595436,0,0,0.1254299599584809,10.285256716595436,0,0,0,0,1,0
589,2019,PIT,82,44,100,271,238,0,0,14.78824928465513,0,0,0.18034450347140402,14.78824928465513,0,0,0,0,1,0
590,2019,SJS,82,46,101,289,258,0,0,8.172864344110234,0,0,0.09966907736719798,8.172864344110234,0,0,0,0,1,0
591,2019,STL,82,45,99,244,220,0,0,12.080948270722377,0,0,0.14732863744783387,12.080948270722377,0,0,0,0,1,0
592,2019,TBL,82,62,128,319,221,0,0,15.567851536920402,0,0,0.18985184801122443,15.567851536920402,0,0,0,0,1,0
593,2019,TOR,82,46,100,286,249,0,0,14.857414408982462,0,0,0.18118798059734711,14.857414408982462,0,0,0,0,1,0
594,2019,VAN,82,35,81,219,248,0,0,12.522336191272082,0,0,0.1527114169667327,12.522336191272082,0,0,0,0,1,0
595,2019,VEG,82,43,93,246,228,0,0,12.149712955639805,0,0,0.1481672311663391,12.149712955639805,0,0,0,0,1,0
596,2019,WPG,82,47,99,270,243,0,0,15.260353788173287,0,0,0.1861018754655279,15.260353788173287,0,0,0,0,1,0
597,2019,WSH,82,48,104,274,248,0,0,12.939877653653923,0,0,0.1578033860201698,12.939877653653923,0,0,0,0,1,0
